Date of Sale (yyyy/mm/dd),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month,Year,percent,Season,Province,GDP (USD-Billion),Total Number of Loans Approved,Added Post Codes
2017-06-16 00:00:00,"80 corr castle, sutton, d13",,Dublin,292000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2017.0,0.032829940906106365,Summer,Leinster,334.6,Unkown,d13
2020-05-13 00:00:00,"36 raheny park, raheny, d5",d5,Dublin,657000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2020.0,0.032829940906106365,Spring,Leinster,425.89,Unkown,d5
2020-04-17 00:00:00,"56 annadale crescent, drumcondra, dublin city",d9,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2020.0,0.032829940906106365,Spring,Leinster,425.89,Unkown,d9
2020-12-18 00:00:00,"26 nephin halls, hopkins rd, castlebar",,Mayo,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2020.0,0.3968253968253968,Winter,Connaught,425.89,Unkown,
2016-01-12 00:00:00,"19 farnamurray close, nenagh, tipperary",,Tipperary,145374.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1.0,2016.0,0.37174721189591076,Winter,Munster,298.73,35037.0,
2014-10-24 00:00:00,"10 park drive, cabinteely",d18,Dublin,530000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2014.0,0.032829940906106365,Autumn,Leinster,258.63,31897.0,d18
2020-12-15 00:00:00,"36 the heights, barnhall meadows, leixlip",,Kildare,339207.0,No,Yes,New Dwelling house /Apartment,None,12.0,2020.0,0.22624434389140274,Winter,Leinster,425.89,Unkown,
2019-08-30 00:00:00,"vernegly, bannow, wexford",,Wexford,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2019.0,0.28653295128939826,Summer,Leinster,399.12,Unkown,
2014-03-09 00:00:00,"3 college park, letterkenny, donegal",,Donegal,157000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2014.0,0.38461538461538464,Spring,Ulster,258.63,31897.0,
2014-12-05 00:00:00,"ballingaddy, ennistymon, co. clare",,Clare,63000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2014.0,0.4329004329004329,Winter,Munster,258.63,31897.0,
2015-09-01 00:00:00,"15 hampton cove, balbriggan, dublin",,Dublin,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2015.0,0.032829940906106365,Autumn,Leinster,291.46,32236.0,
2017-11-27 00:00:00,"12 st patricks terrace, maudlin st, kells",,Meath,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2017.0,0.25316455696202533,Autumn,Leinster,334.6,Unkown,
2014-12-24 00:00:00,"10 cluain ard, ard na cassa, county longford",,Longford,30000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2014.0,1.2345679012345678,Winter,Leinster,258.63,31897.0,
2014-05-20 00:00:00,"clontyduffy, mountnugent, cavan",,Cavan,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2014.0,0.6666666666666667,Spring,Ulster,258.63,31897.0,
2018-05-22 00:00:00,"14 botharglas, ballyconnell, co cavan",,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2018.0,0.6666666666666667,Spring,Ulster,384.85,Unkown,
2021-02-15 00:00:00,"valleybank, rathdown rd, greystones",,Wicklow,588000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2021.0,0.32573289902280134,Winter,Leinster,440.0,Unkown,
2019-01-23 00:00:00,"60 cherrywood dr, termonabbey, drogheda",,Louth,175000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2019.0,0.37174721189591076,Winter,Leinster,399.12,Unkown,
2021-06-28 00:00:00,"1 cluain si, carrick on shannon, leitrim",,Leitrim,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2021.0,1.0752688172043012,Summer,Connaught,440.0,Unkown,
2013-12-12 00:00:00,"coldwood, craughwell",,Galway,65000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2013.0,0.20533880903490762,Winter,Connaught,238.21,19258.0,
2013-07-25 00:00:00,"apartment 3, the brokerage, townsend street",d2,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2013.0,0.032829940906106365,Summer,Leinster,238.21,19258.0,d2
2017-03-30 00:00:00,"4 mall road, monaghan, co. monaghan",,Monaghan,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2017.0,1.4492753623188406,Spring,Ulster,334.6,Unkown,
2016-06-05 00:00:00,"8 shamrock park, shamrock lawn, douglas",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2016.0,0.0946969696969697,Summer,Munster,298.73,35037.0,
2017-06-30 00:00:00,"56 glen aoibhinn, ardamine, courtown gorey",,Wexford,255000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2017.0,0.28653295128939826,Summer,Leinster,334.6,Unkown,
2015-01-29 00:00:00,"bokeen, callow, foxford",,Mayo,20000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2015.0,0.3968253968253968,Winter,Connaught,291.46,32236.0,
2020-03-16 00:00:00,"51 moynihan court, tallaght, d24",d24,Dublin,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2020.0,0.032829940906106365,Spring,Leinster,425.89,Unkown,d24
2014-12-22 00:00:00,"152 the meadows, newbridge, co kildare",,Kildare,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2014.0,0.22624434389140274,Winter,Leinster,258.63,31897.0,
2015-06-29 00:00:00,"20 maple dr, castleknock, d15",d15,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2015.0,0.032829940906106365,Summer,Leinster,291.46,32236.0,d15
2021-12-01 00:00:00,"1 cherry lawn, carpenterstown, castleknock d15",d15,Dublin,700000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2021.0,0.032829940906106365,Winter,Leinster,440.0,Unkown,d15
2019-02-07 00:00:00,"4 galey house, cityquarter, athlone",,Westmeath,168902.72,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2019.0,0.5882352941176471,Winter,Leinster,399.12,Unkown,
2012-12-10 00:00:00,"no. 21 seamount abbey, malahide, county dublin",,Dublin,830000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,12.0,2012.0,0.032829940906106365,Winter,Leinster,225.51,17769.0,
2012-08-27 00:00:00,"172 rathgar road, rathgar",,Dublin,825000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2012.0,0.032829940906106365,Summer,Leinster,225.51,17769.0,
2015-11-30 00:00:00,"14 drury mills, saggart",,Dublin,263436.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11.0,2015.0,0.032829940906106365,Autumn,Leinster,291.46,32236.0,
2016-09-12 00:00:00,"gaulsmill, ferrybank, co waterford",,Waterford,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2016.0,0.4291845493562232,Autumn,Munster,298.73,35037.0,
2021-07-16 00:00:00,"apt 316, kilmainham sq, inchicore rd d8",d8,Dublin,442000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2021.0,0.032829940906106365,Summer,Leinster,440.0,Unkown,d8
2019-05-21 00:00:00,"11 belarmine vale, stepaside, d18",d18,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2019.0,0.032829940906106365,Spring,Leinster,399.12,Unkown,d18
2015-01-10 00:00:00,"shanagraigue, carrigaline, cork",,Cork,375000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2015.0,0.0946969696969697,Winter,Munster,291.46,32236.0,
2019-05-30 00:00:00,"7 churchfields green, ashbourne",,Meath,334802.0,No,Yes,New Dwelling house /Apartment,None,5.0,2019.0,0.25316455696202533,Spring,Leinster,399.12,Unkown,
2019-08-07 00:00:00,"13 scarteen park, kenmare, co kerry",,Kerry,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2019.0,0.3703703703703704,Summer,Munster,399.12,Unkown,
2018-08-13 00:00:00,"white lodge, 71 monkstown rd, monkstown",d18,Dublin,770000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2018.0,0.032829940906106365,Summer,Leinster,384.85,Unkown,d18
2019-09-24 00:00:00,"8 cuil duin way, cuil duin, citywest d24",,Dublin,277533.03,No,Yes,New Dwelling house /Apartment,None,9.0,2019.0,0.032829940906106365,Autumn,Leinster,399.12,Unkown,d24
2015-09-04 00:00:00,"ashley park, ardoney, nenagh",,Tipperary,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2015.0,0.37174721189591076,Autumn,Munster,291.46,32236.0,
2016-08-02 00:00:00,"54 friars walk, cork, co cork",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2016.0,0.0946969696969697,Summer,Munster,298.73,35037.0,
2021-03-12 00:00:00,"2 morley terrace, gracedieu rd, waterford",,Waterford,171000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2021.0,0.4291845493562232,Spring,Munster,440.0,Unkown,
2021-04-11 00:00:00,"kilbracken, carrigallen, leitrim",,Leitrim,227000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0,1.0752688172043012,Spring,Connaught,440.0,Unkown,
2018-07-13 00:00:00,"drum, knock, claremorris",,Mayo,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2018.0,0.3968253968253968,Summer,Connaught,384.85,Unkown,
2018-09-11 00:00:00,"blackhill house, abbeyleix, laois",,Laois,460000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2018.0,0.6578947368421052,Autumn,Leinster,384.85,Unkown,
2015-05-03 00:00:00,"apt 4 samsons sq, balgriffin, d13",d13,Dublin,172000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2015.0,0.032829940906106365,Spring,Leinster,291.46,32236.0,d13
2020-08-28 00:00:00,"95 temple court, northwood, santry d9",d9,Dublin,164000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2020.0,0.032829940906106365,Summer,Leinster,425.89,Unkown,d9
2021-10-27 00:00:00,"105 seabourne view, greystones, wicklow",,Wicklow,295000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,0.32573289902280134,Autumn,Leinster,440.0,Unkown,
2014-12-05 00:00:00,"168 orwell rd, rathgar, d14",d14,Dublin,1010000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2014.0,0.032829940906106365,Winter,Leinster,258.63,31897.0,d14
2012-10-12 00:00:00,"12 north ave, lios rua, ballyvolane",,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2012.0,0.0946969696969697,Autumn,Munster,225.51,17769.0,
2019-05-31 00:00:00,"32 the green, inse bay, laytown",,Meath,238000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2019.0,0.25316455696202533,Spring,Leinster,399.12,Unkown,
2015-04-27 00:00:00,"29 ardcahon way, coolkellure, lehanaghmore  cork",,Cork,211453.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4.0,2015.0,0.0946969696969697,Spring,Munster,291.46,32236.0,
2013-01-14 00:00:00,"i inchvale park, shamrock lawn, douglas",,Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2013.0,0.0946969696969697,Winter,Munster,238.21,19258.0,
2019-10-12 00:00:00,"65 sallins bridge, sallins, kildare",,Kildare,422000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0,0.22624434389140274,Autumn,Leinster,399.12,Unkown,
2013-03-22 00:00:00,"46 temple square, temple road, dartry",d6,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2013.0,0.032829940906106365,Spring,Leinster,238.21,19258.0,d6
2018-05-07 00:00:00,"apartment 98  leona block, honeypark, dun laoghaire",,Dublin,361233.48,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2018.0,0.032829940906106365,Spring,Leinster,384.85,Unkown,
2020-11-24 00:00:00,"13 castlerosse dr, baldoyle, d13",d13,Dublin,490000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2020.0,0.032829940906106365,Autumn,Leinster,425.89,Unkown,d13
2019-05-17 00:00:00,"135 cedarbrook ave, cherry orchard, d10",d10,Dublin,149000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2019.0,0.032829940906106365,Spring,Leinster,399.12,Unkown,d10
2018-12-14 00:00:00,"42 parkside avenue, parkside, malahide road",d17,Dublin,381050.66,No,Yes,New Dwelling house /Apartment,None,12.0,2018.0,0.032829940906106365,Winter,Leinster,384.85,Unkown,d17
2013-09-19 00:00:00,"belass, foxford",,Mayo,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2013.0,0.3968253968253968,Autumn,Connaught,238.21,19258.0,
2015-12-02 00:00:00,"apt 5, 21 22 dorset st, d1",d15,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2015.0,0.032829940906106365,Winter,Leinster,291.46,32236.0,d1
2016-10-11 00:00:00,"92 calderwood rd, donnybrook, cork",,Cork,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2016.0,0.0946969696969697,Autumn,Munster,298.73,35037.0,
2013-05-27 00:00:00,"jorristown, killucan",,Westmeath,220000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2013.0,0.5882352941176471,Spring,Leinster,238.21,19258.0,
2012-01-08 00:00:00,"apartment 16 block b, howth junction court, st. donaghs road",,Dublin,89550.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1.0,2012.0,0.032829940906106365,Winter,Leinster,225.51,17769.0,
2017-02-11 00:00:00,"5 larkfield grove, harrolds cross, dublin6w",,Dublin,475000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2017.0,0.032829940906106365,Winter,Leinster,334.6,Unkown,
2019-08-30 00:00:00,"kathleens house, kimego west, caherciveen",,Kerry,225000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2019.0,0.3703703703703704,Summer,Munster,399.12,Unkown,
2017-05-31 00:00:00,"50 sundais well, lisloose, tralee",,Kerry,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2017.0,0.3703703703703704,Spring,Munster,334.6,Unkown,
2018-03-15 00:00:00,"carrigeen templemichael, templemichael, waterford",,Waterford,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2018.0,0.4291845493562232,Spring,Munster,384.85,Unkown,
2013-12-20 00:00:00,"83 rinuccini, dublin rd, portlaoise",,Laois,36666.66,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2013.0,0.6578947368421052,Winter,Leinster,238.21,19258.0,
2020-12-11 00:00:00,"1 hollywoodrath close, hollywoodrath, hollystown",,Dublin,361233.0,No,Yes,New Dwelling house /Apartment,None,12.0,2020.0,0.032829940906106365,Winter,Leinster,425.89,Unkown,
2016-05-12 00:00:00,"47 hollybank lawn, clongwen waterford rd, kilkenny",,Kilkenny,245000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2016.0,0.8064516129032258,Spring,Leinster,298.73,35037.0,
2017-11-10 00:00:00,"8 tinteskin close, kilmuckridge, co wexford",,Wexford,137000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2017.0,0.28653295128939826,Autumn,Leinster,334.6,Unkown,
2015-02-07 00:00:00,"apt 1 block 3, main street, tullamore",,Offaly,63000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2015.0,0.9174311926605505,Winter,Leinster,291.46,32236.0,
2017-05-05 00:00:00,"24 mountain view dr, cahir, tipperary",,Tipperary,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2017.0,0.37174721189591076,Spring,Munster,334.6,Unkown,
2018-07-13 00:00:00,"no 11 christ church view, d8",,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2018.0,0.032829940906106365,Summer,Leinster,384.85,Unkown,d8
2021-11-26 00:00:00,"tooremore, carrick on shannon, roscommon",,Roscommon,145000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2021.0,0.7407407407407408,Autumn,Connaught,440.0,Unkown,
2013-04-24 00:00:00,"18 james cononolly place, donnybrook, douglas",,Cork,112500.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2013.0,0.0946969696969697,Spring,Munster,238.21,19258.0,
2010-04-16 00:00:00,"103 college hill, mullingar",,Westmeath,185500.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2010.0,0.5882352941176471,Spring,Leinster,221.66,20021.0,
2020-07-22 00:00:00,"the asgard, apartment no. 13 anglesea, crofton road",,Dublin,1493392.07,No,Yes,New Dwelling house /Apartment,None,7.0,2020.0,0.032829940906106365,Summer,Leinster,425.89,Unkown,
2019-06-29 00:00:00,"76 an cladrach, ballinrobe, mayo",,Mayo,157000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2019.0,0.3968253968253968,Summer,Connaught,399.12,Unkown,
2021-09-28 00:00:00,"12 laurel brook gardens, dundalk, louth",,Louth,226000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2021.0,0.37174721189591076,Autumn,Leinster,440.0,Unkown,
2016-02-17 00:00:00,"18 the acorns, castlecomer, kilkenny",,Kilkenny,78700.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2016.0,0.8064516129032258,Winter,Leinster,298.73,35037.0,
2018-10-24 00:00:00,"39 the walk, moyglare hall, maynooth",,Kildare,320000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2018.0,0.22624434389140274,Autumn,Leinster,384.85,Unkown,
2017-11-10 00:00:00,"8 maydenhayes square, maydenhayes, mornington",,Meath,276387.66,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,11.0,2017.0,0.25316455696202533,Autumn,Leinster,334.6,Unkown,
2018-11-28 00:00:00,"apt 18 block 9, riverwalk, inner ring rd",,Waterford,67000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2018.0,0.4291845493562232,Autumn,Munster,384.85,Unkown,
2014-12-02 00:00:00,"46 hartwell green, kill, kildare",,Kildare,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2014.0,0.22624434389140274,Winter,Leinster,258.63,31897.0,
2018-01-29 00:00:00,"marsh farm house, carrick road, dundalk",,Louth,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2018.0,0.37174721189591076,Winter,Leinster,384.85,Unkown,
2012-10-23 00:00:00,"apt 130, crosbies yard, ossory road",,Dublin,88500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10.0,2012.0,0.032829940906106365,Autumn,Leinster,225.51,17769.0,
2020-02-06 00:00:00,"102 killester ave, killester, dublin",d5,Dublin,321000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2020.0,0.032829940906106365,Winter,Leinster,425.89,Unkown,d5
2012-05-30 00:00:00,"27 danesfort, clontarf",,Dublin,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2012.0,0.032829940906106365,Spring,Leinster,225.51,17769.0,
2011-02-08 00:00:00,"kilcommonbeg, cahir",,Tipperary,87000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2011.0,0.37174721189591076,Winter,Munster,238.66,12834.0,
2021-03-31 00:00:00,"9 sailin ro, park road, kilarney",,Kerry,345000.0,No,Yes,New Dwelling house /Apartment,None,3.0,2021.0,0.3703703703703704,Spring,Munster,440.0,Unkown,
2020-01-10 00:00:00,"1a and 1b slieve mor view, belmullet",,Mayo,102500.0,No,Yes,New Dwelling house /Apartment,None,1.0,2020.0,0.3968253968253968,Winter,Connaught,425.89,Unkown,
2018-08-31 00:00:00,"13 quay west, cootehall",,Roscommon,31500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,8.0,2018.0,0.7407407407407408,Summer,Connaught,384.85,Unkown,
2017-08-24 00:00:00,"15 mount rochford rise, balbriggan, dublin",,Dublin,190000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2017.0,0.032829940906106365,Summer,Leinster,334.6,Unkown,
2021-10-08 00:00:00,"8 the oaks, diamond valley, bray",,Wicklow,222000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,0.32573289902280134,Autumn,Leinster,440.0,Unkown,
2016-06-05 00:00:00,"16 wolfe tone st, clonmel, tipperary",,Tipperary,93000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2016.0,0.37174721189591076,Summer,Munster,298.73,35037.0,
2018-04-20 00:00:00,"4 lakeside cottages, corglass, drumcong",,Leitrim,79900.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2018.0,1.0752688172043012,Spring,Connaught,384.85,Unkown,
2019-10-07 00:00:00,"28 gort na ri, gort, galway",,Galway,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0,0.20533880903490762,Autumn,Connaught,399.12,Unkown,
2016-08-12 00:00:00,"129 boyne view, avondale, trim",,Meath,175000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2016.0,0.25316455696202533,Summer,Leinster,298.73,35037.0,
2018-04-26 00:00:00,"2 fairhill villas, fairhill, cork",,Cork,152000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2018.0,0.0946969696969697,Spring,Munster,384.85,Unkown,
2021-04-11 00:00:00,"224 lismore park, waterford",,Waterford,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0,0.4291845493562232,Spring,Munster,440.0,Unkown,
2021-01-12 00:00:00,"birchwood lodge, cappanacush west greenane, templonoe killarney",,Kerry,390000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2021.0,0.3703703703703704,Winter,Munster,440.0,Unkown,
2019-12-18 00:00:00,"41 carraig abhainn, ballisodare, co sligo",,Sligo,240000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2019.0,0.7194244604316548,Winter,Connaught,399.12,Unkown,
2017-11-14 00:00:00,"farmlea house, newtown, ferrybank",,Kilkenny,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2017.0,0.8064516129032258,Autumn,Leinster,334.6,Unkown,
2018-04-30 00:00:00,"bohally, attymas, co mayo",,Mayo,85000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2018.0,0.3968253968253968,Spring,Connaught,384.85,Unkown,
2017-03-28 00:00:00,"broadford, moyvalley, co kildare",,Kildare,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2017.0,0.22624434389140274,Spring,Leinster,334.6,Unkown,
2010-04-15 00:00:00,"knockateemore, abbeyside, dungarvan",,Waterford,85000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2010.0,0.4291845493562232,Spring,Munster,221.66,20021.0,
2019-07-10 00:00:00,"16 st patricks terrace, magazine rd, cork",,Cork,240000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2019.0,0.0946969696969697,Summer,Munster,399.12,Unkown,
2021-10-09 00:00:00,"124 bloomfield dr, athlone, westmeath",,Westmeath,255000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0,0.5882352941176471,Autumn,Leinster,440.0,Unkown,
2021-07-13 00:00:00,"33 melville rise, meakstown, finglas",d11,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2021.0,0.032829940906106365,Summer,Leinster,440.0,Unkown,d11
2018-02-11 00:00:00,"22 alandale hall, circular rd south, limerick",,Limerick,188000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2018.0,0.29411764705882354,Winter,Munster,384.85,Unkown,
2016-05-27 00:00:00,"10 kensington manor, rochestown avenue, dun laoghaire",,Dublin,700441.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2016.0,0.032829940906106365,Spring,Leinster,298.73,35037.0,
2012-08-15 00:00:00,"3 conoboro road, rathdowney",,Laois,26500.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2012.0,0.6578947368421052,Summer,Leinster,225.51,17769.0,
2019-09-18 00:00:00,"2 sandown crescent, togher, cork",,Cork,245000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2019.0,0.0946969696969697,Autumn,Munster,399.12,Unkown,
2019-09-05 00:00:00,"kilrory, stradbally, co laois",,Laois,330000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2019.0,0.6578947368421052,Autumn,Leinster,399.12,Unkown,
2013-12-16 00:00:00,"1b avalon, burrow road, sutton",,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2013.0,0.032829940906106365,Winter,Leinster,238.21,19258.0,
2021-09-23 00:00:00,"lissoy, 86 tonlegee rd, raheny d5",d5,Dublin,420000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2021.0,0.032829940906106365,Autumn,Leinster,440.0,Unkown,d5
2020-10-12 00:00:00,"13 cherrington, temple hill, cork",,Cork,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2020.0,0.0946969696969697,Autumn,Munster,425.89,Unkown,
2015-12-11 00:00:00,"6 the orchard, clover hill road, clondalkin",,Dublin,90008.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2015.0,0.032829940906106365,Winter,Leinster,291.46,32236.0,
2013-12-13 00:00:00,"10 mosestown grove, whitegate, midleton",,Cork,247500.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2013.0,0.0946969696969697,Winter,Munster,238.21,19258.0,
2018-06-29 00:00:00,"2 bastion quay, the docks, athlone",,Westmeath,190000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2018.0,0.5882352941176471,Summer,Leinster,384.85,Unkown,
2021-08-30 00:00:00,"27 murmont crescent, mayfield, cork",,Cork,341100.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2021.0,0.0946969696969697,Summer,Munster,440.0,Unkown,
2013-07-08 00:00:00,"cornamonaster, ballinafad, castlebar",,Mayo,45000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2013.0,0.3968253968253968,Summer,Connaught,238.21,19258.0,
2014-01-23 00:00:00,"leshamstown, dunsany road, drumree",,Meath,510000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2014.0,0.25316455696202533,Winter,Leinster,258.63,31897.0,
2015-06-23 00:00:00,"kilkeary, nenagh, co tipperary",,Tipperary,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2015.0,0.37174721189591076,Summer,Munster,291.46,32236.0,
2012-03-05 00:00:00,"ashvale, ballycatten, ballinspittle",,Cork,190000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2012.0,0.0946969696969697,Spring,Munster,225.51,17769.0,
2010-08-10 00:00:00,"32 willowpark crescent, glasnevin",d11,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2010.0,0.032829940906106365,Summer,Leinster,221.66,20021.0,d11
2017-05-05 00:00:00,"the baha'i centre, oldtown, letterkenny",,Donegal,65000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2017.0,0.38461538461538464,Spring,Ulster,334.6,Unkown,
2019-03-15 00:00:00,"9 kelly's court, station road, dunboyne",,Meath,260000.0,No,Yes,New Dwelling house /Apartment,None,3.0,2019.0,0.25316455696202533,Spring,Leinster,399.12,Unkown,
2017-07-31 00:00:00,"45 fairy hill, bray, wicklow",,Wicklow,360000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2017.0,0.32573289902280134,Summer,Leinster,334.6,Unkown,
