Date of Sale (yyyy/mm/dd),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month,Year
2016-07-25,"28 CASTLE AVE, THURLES, TIPPERARY",None,Tipperary,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2016
2018-09-14,"7 TURLOUGH ROAD, CARROWCURRY, CASTLEBAR",None,Mayo,118000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2018
2016-04-27,"BALLYHAUNIS RD, CLAREMORRIS, MAYO",None,Mayo,52000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2016
2020-03-09,"54 BELMONT AVE, ROCHESTOWN, CORK",None,Cork,253500.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2020
2014-12-22,"51 BELMONT AVE, DONNYBROOK, DUBLIN 4",Dublin 4,Dublin,1120000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2014
2012-09-07,"5  The Avenue, Grantstown Village, Waterford",None,Waterford,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2012
2021-06-05,"17 NEWBERRY, CASTLEMARTIN LODGE, KILCULLEN",None,Kildare,310000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2021
2021-04-08,"6 CLYDE LANE, BALLSBRIDGE, DUBLIN 4",Dublin 4,Dublin,3050000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2021
2018-03-28,"90 WINDMILL TERRACE, PORTERSTOWN, DUBLIN 15",Dublin 15,Dublin,182248.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2018
2019-10-07,"97 DROGHEDA ST, BALBRIGGAN, DUBLIN",None,Dublin,166000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2019
2013-01-24,"9 Holts Crescent, Tinahely",None,Wicklow,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2013
2015-04-15,"100 THE SYNGE, GRESHAM HOUSE, CATHAL BRUGHA STREET",Dublin 1,Dublin,205000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2015
2014-07-01,"43 Tramway Court, Tallaght, Dublin",Dublin 24,Dublin,50000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2014
2021-02-15,"863 HIGHFIELD PARK, KILCOCK, KILDARE",None,Kildare,161000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2021
2017-02-28,"2 CHESTNUT CLOSE, CLONBALT WOODS, LONGFORD",None,Longford,107000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2017
2018-09-21,"4 Muileann Pairc, Millview Road, Kanturk",None,Cork,234139.49,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,2018
2015-07-01,"63 WOODFORD DOWNS, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,232000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2015
2021-10-15,"11 FINNSVIEW, FINNSTOWN CLOISTERS, LUCAN",None,Dublin,391000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2021
2019-03-14,"45 SEASCAPE, 366 CLONTARF ROAD, DUBLIN3",Dublin 3,Dublin,810000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2019
2014-04-04,"AGHERN EAST, CONNA, MALLOW",None,Cork,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2014
2018-10-19,"54 Stilorgan Gate, Stillorgan, County Dublin",None,Dublin,524229.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,2018
2019-12-18,"35 KNOCKNASHEE, DUNDRUM, DUBLIN 14",Dublin 14,Dublin,787000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2019
2016-05-25,"21 FERN GROVE, FOREST HILL, KILNAGLERY",None,Cork,290000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,2016
2018-11-09,"6 BATH STREET, POLEBERRY, WATERFORD",None,Waterford,86000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2018
2021-09-09,"124 LUCAN RD, CHAPELIZOD, DUBLIN 20",Dublin 20,Dublin,470000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2021
2017-12-14,"3 CHURCH VIEW, CAHERMORE, ALLIHIES",None,Cork,61000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2017
2015-01-27,"42 JUGBACK GREEN, APPLEWOOD, SWORDS",None,Dublin,167000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2015
2012-01-28,"49 Pembroke Square, Upper Grand Canal Street, Ballsbridge",None,Dublin,207500.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2012
2015-06-26,"77 BROADFORD RISE, BALLINTEER, DUBLIN 16",Dublin 16,Dublin,480000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2015
2019-03-04,"No.2 Rathborne Walk, Royal Canal Park, Ratoath Road",None,Dublin,374449.34,No,Yes,New Dwelling house /Apartment,None,3,2019
2020-01-16,"APT 407 PARKVIEW, LORD EDWARD ST, LIMERICK",None,Limerick,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2020
2013-05-08,"9 Boroimhe Maples, Swords, Dublin",None,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2013
2017-10-08,"18 HILLCREST WALK, LUCAN, DUBLIN",None,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2017
2019-05-23,"26 GLENFIELD CLOSE, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,270000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2019
2020-02-17,"20 ABBEY SQUARE, MUNGRET GATE, BAUNCLOKA",None,Limerick,308371.0,No,Yes,New Dwelling house /Apartment,None,2,2020
2020-09-10,"SUNSET LODGE, HEADFORD, GALWAY",None,Galway,236500.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2020
2019-10-18,"CLON MAR, ROXBOROUGH, MIDLETON",None,Cork,347000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2019
2016-01-18,"50 TICKNOC WAY, SANDYFORD, DUBLIN 18",Dublin 18,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2016
2018-08-15,"MAIN APARTMENT, 11 MONKSFIELD, SALTHILL",None,Galway,595000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2018
2015-07-17,"26 Chestnut Court, Johnstown Village, Navan",None,Meath,175000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2015
2014-11-04,"10 MOY GLAS DALE, LUCAN, DUBLIN",None,Dublin,200000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2014
2019-05-13,"64 SLI AN CHLAIRIN, CAHEROYAN, ATHENRY",None,Galway,220000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2019
2020-09-24,"24 CLONEE COURT, MAIN ST, CLONEE",None,Meath,238000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2020
2014-05-21,"37 MERRYMEETING, RATHNEW, WICKLOW",None,Wicklow,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2014
2017-07-21,"16 ANNSBROOK, CLONSKEAGH RD, CLONSKEAGH DUBLIN 14",Dublin 14,Dublin,1100000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2017
2016-12-04,"53 FIVE OAKS VILLAGE, DROGHEDA, LOUTH",None,Louth,340000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2016
2013-09-09,"12 Templeview Rise, Clarehall",Dublin 13,Dublin,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2013
2021-03-18,"57 WAINSFORT MANOR DR, TERENURE, DUBLIN 6W",None,Dublin,650000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2021
2013-02-09,"5 Butterfield Orchard, Rathfarnham",Dublin 14,Dublin,677000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2013
2016-05-08,"EVERTON, 110 CONNAUGHT ST, PHIBSBOROUGH DUBLIN 7",Dublin 7,Dublin,428000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2016
2011-12-12,"45 Swanbrook, Southern Cross, Bray",None,Wicklow,298250.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2011
2015-06-07,"2 Riverfield Court, Fenagh, Carlow",None,Carlow,93458.15,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6,2015
2021-12-13,"GLEN MIDDLE, CAPE CLEAR ISLAND, BALTIMORE",None,Cork,320000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2021
2015-10-16,"6 THORNHILL GARDENS, CELBRIDGE, KILDARE",None,Kildare,249000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2015
2015-07-17,"98 LAKEVIEW, CLARA, OFFALY",None,Offaly,52000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2015
2021-08-18,"28 MILL HOUSE, MILL RD, MIDLETON",None,Cork,157500.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2021
2015-07-07,"30 STRAFFAN CRESENT, STRAFFAN WOOD, MAYNOOTH",None,Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2015
2019-08-21,"40 MARIAN PARK, WATERFORD, WATERFORD",None,Waterford,203000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2019
2015-01-27,"Chapel Street, Swinford",None,Mayo,30000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2015
2016-05-30,"No 14 Thornwood, Beaumont",Dublin 9,Dublin,410000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,2016
2016-11-29,"37 WOODFIELD, KILRUSH, CLARE",None,Clare,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2016
2020-03-20,"FRANCIES, CONVENT ST, LISTOWEL",None,Kerry,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2020
2020-01-17,"31A KNOCKNAREA AVENUE, DRIMAGH, DUBLIN 12",None,Dublin,360000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2020
2015-01-28,"181 South Central, Rockbrook, Sandyford",Dublin 18,Dublin,208260.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2015
2020-12-21,"19 COIS LOCHA, DOOHAMLET, CASTLEBLAYNEY",None,Monaghan,300000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2020
2017-06-23,"17 BLACKWOOD CRESCENT, ONGAR CHASE, ONGAR DUBLIN 15",Dublin 15,Dublin,540000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2017
2012-10-12,"Apartment 87  C remorne, Greenmount Road, Terenure",Dublin 6,Dublin,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2012
2016-10-05,"115 SEASON PARK, NEWTOWN, MOUNTKENNEDY",None,Wicklow,245000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2016
2021-04-27,"RIVORY, BELTURBET, COUNTY CAVAN",None,Cavan,220000.0,No,Yes,New Dwelling house /Apartment,None,4,2021
2019-07-19,"GLENAVON, HIGH RD, RUSHBROOKE",None,Cork,500000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2019
2020-12-11,"MEENADUFF, BUNBEG, COUNTY DONEGAL",None,Donegal,150000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2020
2020-08-21,"45 SOUTH BAY POINT, ROSSLARE STRAND, WEXFORD",Dublin 16,Wexford,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2020
2018-12-28,"DRUM, BELMULLET, MAYO",None,Mayo,220000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2018
2020-04-30,"APT 4, THE CEDAR, PARKVIEW",Dublin 18,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2020
2019-01-31,"141 ST DONAGHS RD, DONAGHMEDE, DUBLIN 13",Dublin 13,Dublin,281500.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2019
2020-03-30,"1547 STEPHENSTOWN SOUTH, TWO MILE HOUSE, NAAS",None,Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2020
2019-06-28,"8 CLUAIN ISEAL, KILMALEY, ENNIS",None,Clare,189000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2019
2018-07-09,"58 TOWNPARKS MANOR, ATHBOY RD, KELLS",None,Meath,315000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2018
2020-12-22,"CLONLYON, KILCOCK, MEATH",None,Meath,420000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2020
2013-08-26,"'Knocknagow', Blackrock Road",None,Cork,252500.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2013
2014-05-05,"28 CYPRESS GARDENS, DUNDALK, CO LOUTH",None,Louth,70000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2014
2015-08-27,"9 The Courtyard, Friars Hill, Wicklow",None,Wicklow,195000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2015
2020-03-16,"6 ST AILBE TERRACE, BOHERNANAVE, THURLES",None,Tipperary,127000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2020
2020-07-30,"10 MEADOWLANDS AVE, OLD CORK RD, LIMERICK",None,Limerick,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2020
2013-02-07,"Wilton Cottage, Merlyn Lawn, Bishopstown",None,Cork,233000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2013
2013-01-07,"Ballybar Upper, Carlow",None,Carlow,70000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2013
2017-07-24,"11 THE VILLAGE, CLONLARA, CLARE",None,Clare,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2017
2017-03-24,"41 OAKDALE, ATHLONE, ROSCOMMON",None,Roscommon,97000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2017
2015-11-23,"31 CRESCENT VIEW, RIVERSIDE, GALWAY",None,Galway,218000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2015
2019-11-28,"13 CEDAR CT, CEDAR PARK DEERPARK EAST, WESTPORT",None,Mayo,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2019
2013-12-20,"14 Clieveragh Downs, Listowel",None,Kerry,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2013
2019-07-16,"8 Beresford Court, Donabate, Co. Dublin",None,Dublin,383259.92,No,Yes,New Dwelling house /Apartment,None,7,2019
2018-05-10,"98 CAIRNWOODS, BALLYVINITER LOWER, MALLOW",None,Cork,305000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2018
2014-12-05,"111 NEWHAVEN BAY, BALBRIGGAN, DUBLIN",None,Dublin,165000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2014
2019-01-18,"15 GRACEPARK MANOR, DRUMCONDRA, DUBLIN 9",Dublin 9,Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2019
2018-05-18,"22 Parkside Court, Parkside, Malahide Road",None,Dublin,281938.33,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,2018
2020-03-02,"1 Primrose Hill, Springmount, Tramore",None,Waterford,436123.0,No,Yes,New Dwelling house /Apartment,None,3,2020
2011-01-06,"Cooga, Rathlee",None,Sligo,20000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2011
2016-04-02,"Droumagaree, Kilnamartyra, Macroom",None,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2016
2017-03-22,"FUINSEOG, TOBARTAOSCAIN, ENNIS",None,Clare,310000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2017
2013-08-07,"11 Elmwood, Clonsilla",Dublin 15,Dublin,164000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2013
2018-06-07,"16 WALSHESTOWN ABBEY, NEWBRIDGE, CO KILDARE",None,Kildare,510000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2018
2011-07-01,"1 Raheen Crescent, Tallaght",None,Dublin,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2011
2019-05-21,"2 BLACK ST, NORTH CIRCULAR ROAD, DUBLIN 7",Dublin 7,Dublin,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2019
2018-01-16,"31 THE GALLOPS, KINNEGAD ROAD, TRIM",None,Meath,237885.46,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1,2018
2013-12-12,"3 CARRIGEEN EAST, CRAUGHWELL, GALWAY",None,Galway,175000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2013
2018-03-23,"2 BERKELEY CLOSE, COLLEGE COURT, CASTLETROY",None,Limerick,191500.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2018
2018-08-01,"66 BEECHWOOD LAWNS, RATHCOOLE, DUBLIN 24",Dublin 24,Dublin,354000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2018
2019-06-12,"3 CEDARWOOD GROVE, GLASNEVIN NORTH, DUBLIN 11",Dublin 11,Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2019
2019-03-04,"23 MAPLE COURT, TULLOW, CARLOW",None,Carlow,145000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2019
2017-06-30,"22 STEEPLE VIEW, COLLOONEY, COUNTY SLIGO",None,Sligo,157000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2017
2016-08-29,"48 CRADDOCKSTOWN WAY, NAAS, CO KILDARE",None,Kildare,290000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2016
2016-03-18,"10 ST NICHOLAS ST, MERCHANTS RD, GALWAY",None,Galway,150000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2016
2013-07-22,"Blackrock, Peterswell",None,Galway,140000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2013
2016-06-28,"BALLYDUFF, KILLENAGH, GOREY",None,Wexford,265000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2016
2016-01-03,"APARTMENT 3 BOTANIC SQUARE, BOTANIC AVENUE, DRUMCONDRA",None,Dublin,215000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2016
2010-03-02,"16 Gallowhill Court, Kildare Road, Athy",None,Kildare,254800.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,3,2010
2018-07-25,"NO 13 Larch Close, Bloomfield, Annacotty",None,Limerick,278854.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7,2018
2014-11-27,"13 Brook House, Riverview Complex, Richmond Road",Dublin 3,Dublin,171806.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,2014
2011-01-07,"Killimy, Emo",None,Laois,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2011
2014-11-19,"13 CLONLEA, MOUNT OVAL VILLAGE, ROCHESTOWN",None,Cork,205000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2014
2018-02-19,"39 KINVARA ROAD, NAVAN ROAD, DUBLIN 7",Dublin 7,Dublin,430000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2018
2021-02-22,"23 ST JOHNS, PARK AVE, SANDYMOUNT DUBLIN 4",Dublin 4,Dublin,605000.0,No,No,Second-Hand Dwelling house /Apartment,None,2,2021
2014-12-03,"4 CORNELSCOURT COTTAGES, OLD BRAY ROAD, CORNELSCOURT",Dublin 18,Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2014
2019-12-17,"16 GREENHILLS, BALLINANEEN, BOYLE",None,Roscommon,61000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2019
2017-08-24,"10 OAKLEIGH, LONGWOOD, MEATH",None,Meath,280000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2017
2021-03-15,"BAILIEBORO RD, VIRGINIA, CAVAN",None,Cavan,350000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2021
2018-04-05,"628 CLONARD ROAD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,340000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2018
2019-04-30,"38 FOXROCK AVE, FOXROCK, DUBLIN",Dublin 18,Dublin,653000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2019
2016-12-21,"196 GLEANN NA TR, MURROUGH, GALWAY",None,Galway,103000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2016
2018-10-15,"SHANBOE, BORRIS IN OSSORY, PORTLAOISE",None,Laois,152500.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2018
2019-09-17,"31 GLENVIEW, TRAMORE, CO WATERFORD",None,Waterford,127000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2019
2011-01-26,"9 Fairhill House, Shercock",None,Cavan,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2011
2019-05-29,"20 THE DRIVE, NEWTOWN HALL, MAYNOOTH",None,Kildare,440500.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2019
2013-05-24,"44 Cherry Avenue, Tiernaleague, Carndonagh",None,Donegal,55000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2013
2014-12-30,"APT 7, ANNESVILLE, 23 PRESENTATION RD",None,Galway,75000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2014
2019-03-22,"9 ST KIERANS PLACE, JOHNSTOWN, KILKENNY",None,Kilkenny,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2019
2017-06-10,"65 VERNON PARK, CLONTARF, DUBLIN 3",Dublin 3,Dublin,700000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2017
2014-05-20,"19 HIGHLAND PARK, KILKELLY, CO MAYO",None,Mayo,63000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2014
2016-03-11,"17 THE AVENUE, HIGHLANDS, DROGHEDA",None,Meath,226550.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2016
2018-03-08,"18 DEERPARK HOUSE, LYREEN MANOR, MAYNOOTH",None,Kildare,264000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2018
2015-12-22,"EINAGH, MONMORE, KILRUSH",None,Clare,69500.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2015
2019-01-26,"11 LEVMOSS AVE, THE GALLOPS, LEOPARDSTOWN DUBLIN 18",Dublin 18,Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2019
2018-05-18,"45 The Elms, Archerstown Demesne, Ashbourne",None,Meath,295154.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5,2018
2018-08-10,"27 THE ANCHORAGE, ROBSWALL, MALAHIDE",None,Dublin,495000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2018
2021-03-19,"APT 1, CLONEYGOWAN, TULLAMORE",None,Offaly,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,3,2021
2015-09-24,"114 Brandon Square, Waterville, Snugborough Road",Dublin 15,Dublin,330000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,9,2015
2021-08-25,"ROSNAKILL, LETTERKENNY, CO DONEGAL",None,Donegal,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2021
2017-04-27,"27 MAYDENHAYES LANE, MAYDENHAYES, MORNINGTON",None,Meath,246254.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,4,2017
2019-01-17,"OLDTOWN, MARSHALSTOWN, ENNISCORTHY",None,Wexford,40000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2019
2018-06-12,"36 DONADEA HOUSE, LYREEN, MAYNOOTH",None,Kildare,285000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2018
2017-06-29,"3 THE GASWORKS, STRADAVOHER, THURLES",None,Tipperary,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2017
2017-07-09,"27 ROCKBROOK COURT, DUBLIN RD, ATHLONE",None,Westmeath,55000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2017
2021-12-08,"14 THE GRANGE, BALLYBAUGHAL, COUNTY DUBLIN",None,Dublin,550000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2021
2018-11-14,"2 THE GRAINSTORE, BAGENALSTOWN, CARLOW",None,Carlow,107825.0,No,No,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11,2018
2020-04-03,"5 MCKELVEY RD, FINGLAS, DUBLIN 11",Dublin 11,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,4,2020
2014-05-06,"20 AYRFIELD DRIVE, AYRFIELD, DUBLIN 13",None,Dublin,285500.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2014
2021-05-11,"6 BROOKMOUNT AVE, BALROTHERY, TALLAGHT DUBLIN 24",Dublin 24,Dublin,345000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2021
2017-10-17,"Apt 39 Shannon Quays, Aghnahunshin, Rooskey",None,Leitrim,61674.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10,2017
2012-12-20,"65 BOICE COURT, MELL, DROGHEDA",None,Louth,55066.07,Yes,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12,2012
2020-09-30,"81 WOODLANDS, DUNLEER, LOUTH",None,Louth,200000.0,Yes,No,Second-Hand Dwelling house /Apartment,None,9,2020
2018-10-22,"38 CLONMACNOISE RD, CRUMLIN, DUBLIN 12",Dublin 12,Dublin,276000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2018
2020-06-23,"35 FARMHILL DRIVE, GOATSTOWN, DUBLIN 14",Dublin 14,Dublin,1600000.0,No,No,Second-Hand Dwelling house /Apartment,None,6,2020
2019-07-05,"20 INIS ALAINN, CURRYCLOUGH, BANDON",None,Cork,270000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2019
2013-11-12,"BELLEVUE UPPER STRAND ROAD, KILLEAGH ROAD, YOUGHAL",None,Cork,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,11,2013
2014-08-05,"Derrynananta Lower, Glangevlin",None,Cavan,17000.0,No,No,Second-Hand Dwelling house /Apartment,None,8,2014
2011-09-26,"MAIDEN STREET, NEWCASTLE WEST",None,Limerick,50000.0,Yes,No,Second-Hand Dwelling house /Apartment,None,9,2011
2017-07-18,"1 WHITETHORN AVE, GRANTSTOWN VILLAGE, WATERFORD",None,Waterford,380000.0,No,No,Second-Hand Dwelling house /Apartment,None,7,2017
2020-05-26,"7C WINDMILL COURT, WINDMILL ROAD, DROGAEDA",None,Louth,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2020
2014-12-19,"11 Harbour View, Tullamore",None,Offaly,44000.0,No,No,Second-Hand Dwelling house /Apartment,None,12,2014
2021-10-29,"103 ASHLEA GROVE, KILLEA, DONEGAL",None,Donegal,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2021
2017-01-16,"APT 3, 30 KENILWORTH SQ, DUBLIN 6",Dublin 6,Dublin,287000.0,No,No,Second-Hand Dwelling house /Apartment,None,1,2017
2016-05-20,"LODGE 20, BALLYKISTEEN HOTEL, LIMERICK JUNCTION",None,Tipperary,46000.0,No,No,Second-Hand Dwelling house /Apartment,None,5,2016
2020-05-10,"3 Waverly Lawn, Blacklion, Greystones",None,Wicklow,440484.58,No,Yes,New Dwelling house /Apartment,None,5,2020
2015-10-29,"OK CORRAL, MILITARY ROAD, BUTTEVANT",None,Cork,27500.0,No,No,Second-Hand Dwelling house /Apartment,None,10,2015
2019-09-16,"7 FIRGROVE MEWS, HERONS WOOD, CARRIGALINE",None,Cork,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,9,2019
