Date of Sale (yyyy/mm/dd),Address,Postal Code,County,Price (€),Not Full Market Price,VAT Exclusive,Description of Property,Property Size Description,Month,Year
2017-01-12 00:00:00,"7 Boycetown Court, Kilcock",,Kildare,356828.18,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1.0,2017.0
2016-07-09 00:00:00,"8 THE PARKLANDS, CLARINBRIDGE, CO GALWAY",,Galway,535000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2016.0
2018-02-14 00:00:00,"38 CLOCH CHOIRNEAL, OLD COACH ROAD, BALROTHERY",,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2018.0
2017-10-04 00:00:00,"101 THE MEADOW, ROS FEARNA, MURROE",,Limerick,140825.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,10.0,2017.0
2016-02-19 00:00:00,"132 THE WALLED GARDENS, CASTLEDOWN ESTATE, CELBRIDGE",,Kildare,210000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2016.0
2019-04-26 00:00:00,"16 SPRINGFORT MEADOWS, LIMERICK RD, NENAGH",,Tipperary,246000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2019.0
2020-01-31 00:00:00,"APT 38 GLEANN ALAINN, BALLYGARVAN, CORK",,Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2020.0
2018-05-18 00:00:00,"6 The Village, Allen",,Kildare,484581.49,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2018.0
2015-12-14 00:00:00,"19 Aranleigh Mount, Rathfarnham, Dublin 14",Dublin 14,Dublin,5500.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2015.0
2014-05-16 00:00:00,"31 THE CRESCENT, LIFFORD, ENNIS",,Clare,85000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2014.0
2012-12-15 00:00:00,"Clonfert, Maynooth",,Kildare,432000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2012.0
2017-06-11 00:00:00,"TOP OF THE TOWN, MAIN STREET, CHARLEVILLE",,Cork,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2017.0
2021-08-10 00:00:00,"24 GLENCOVE, DUNMORE RD, WATERFORD",,Waterford,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2021.0
2015-10-22 00:00:00,"RAVENSCOURT HOUSE, SKEHARD ROAD, CORK",,Cork,1100000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2015.0
2010-02-25 00:00:00,"No 72 Clonrooske Abbey, Portlaoise",,Laois,159000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2.0,2010.0
2016-03-24 00:00:00,"BARANNA, CORRANDULLA, GALWAY",,Galway,224000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2016.0
2016-02-15 00:00:00,"APT 1, 40 CECIL ST, LIMERICK",,Limerick,25000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2016.0
2017-06-30 00:00:00,"37 CLUAIN NA CROISE, CROSSBARRY, CORK",,Cork,307500.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2017.0
2013-02-01 00:00:00,"59 Corr Castle, Howth Road, Sutton",,Dublin,310000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2013.0
2015-04-12 00:00:00,"Kilbraney, Gusserane, New Ross",,Wexford,97000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2015.0
2012-01-08 00:00:00,"19 Cuirt An Fhile, Roslevan, Ennis",,Clare,80000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2012.0
2018-02-16 00:00:00,"142 NEW HAVEN BAY, FLEMINGTON LANE, BALBRIGGAN",,Dublin,155000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2018.0
2010-12-05 00:00:00,"15 The Fairways, Tubercurry",,Sligo,102703.38,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12.0,2010.0
2011-02-14 00:00:00,"45 Fan Glas, Kilmeaden",,Waterford,260000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,2.0,2011.0
2018-11-16 00:00:00,"BIRCH LANE, MONMORE, CROSSABEG",,Wexford,235000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2018.0
2018-05-21 00:00:00,"APT 10, TEMPLE LAWNS, WOOD DUBLIN 9",Dublin 9,Dublin,325000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2018.0
2012-10-18 00:00:00,"10 Carrigeenlea, Cliff Road, Tramore",,Waterford,380000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2012.0
2014-11-07 00:00:00,"CRADDENSTOWN, RAHARNEY, WESTMEATH",,Westmeath,172500.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2014.0
2014-04-15 00:00:00,"1 BEACHSIDE GREEN, RIVERCHAPEL, COURTOWN",,Wexford,94000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2014.0
2012-11-27 00:00:00,"56 Beverton Court, Donabate, Co Dublin",,Dublin,95000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2012.0
2018-03-29 00:00:00,"17 Dun Ard, Doon Road, Ballybunion",,Kerry,36363.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3.0,2018.0
2021-10-12 00:00:00,"26 PORTOBELLO RD, PORTOBELLO, DUBLIN 8",Dublin 8,Dublin,545000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0
2021-04-30 00:00:00,"7 SHANNON GROVE APARTMENTS, LISNAGOT, CARRICK ON SHANNON",,Leitrim,27500.0,No,Yes,New Dwelling house /Apartment,None,4.0,2021.0
2017-04-10 00:00:00,"25 MOY VIEW, KILDALKEY, MEATH",,Meath,360000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2017.0
2015-08-09 00:00:00,"10A OAKVIEW LAWN, CLONSILLA, DUBLIN 15",Dublin 15,Dublin,195000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2015.0
2014-12-02 00:00:00,"12 Seabank Court, Sandycove",,Dublin,400000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2014.0
2013-11-02 00:00:00,"Loughnagin, Letterkenny",,Donegal,225000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2013.0
2019-03-20 00:00:00,"65 Ardilaun Ct, Raheny",Dublin 5,Dublin,444933.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,3.0,2019.0
2014-10-10 00:00:00,"31 VILLAGE PARK, KILBRECK, STAMULLEN",,Meath,176000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2014.0
2012-01-24 00:00:00,"Sleepy Hollow, 9a New Road, Kilcoole",,Wicklow,287500.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2012.0
2010-01-07 00:00:00,"54 Cosby Avenue, Fairgreen, Portlaoise",,Laois,117000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2010.0
2016-08-26 00:00:00,"13 CARLINGFORD PARADE, MACKEN ST, DUBLIN 2",,Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2016.0
2020-04-24 00:00:00,"66 FOREST HILLS, RATHCOOLE, DUBLIN",Dublin 24,Dublin,285000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2020.0
2018-10-12 00:00:00,"24 GRANGE WAY, PINECROFT, DOUGLAS",,Cork,213000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2018.0
2020-09-24 00:00:00,"BUNDARRAGH, AUGHAVAS, CORRIGA",,Leitrim,30000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2020.0
2010-09-29 00:00:00,"Yola  Houseland, Fethard-on-Sea",,Wexford,320000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2010.0
2018-07-26 00:00:00,"20 Eastham Square, Bettystown",,Meath,263392.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7.0,2018.0
2015-07-30 00:00:00,"8 BROMLEY CLOSE, ARDKEEN VILLAGE, WATERFORD",,Waterford,173000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2015.0
2021-08-17 00:00:00,"9 HOLLY CRESCENT, TEMPLERS HALL, KILBARRY",,Waterford,128500.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2021.0
2018-10-26 00:00:00,"110 CLUAIN BUILDING, THE MOYNE, ENNISCORTHY",,Wexford,155000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2018.0
2017-08-31 00:00:00,"14 MONREAD BROOK, MONREAD AVE, NAAS",,Kildare,186000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2017.0
2013-04-12 00:00:00,"21 CASTLEMARTIN GREEN, BETTYSTOWN",,Meath,148000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2013.0
2011-11-24 00:00:00,"Old Golf Links Road, Blackrock",,Louth,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2011.0
2017-01-11 00:00:00,"ST ANNS, 23 BROWNINGSTOWN PARK EAST, DOUGLAS RD",,Cork,380000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2017.0
2013-03-10 00:00:00,"6 Ashthorn Avenue, Headford",,Galway,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2013.0
2021-10-27 00:00:00,"42 BEAL AN INBHIR, SHANAKYLE RD, KILRUSH",,Clare,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2021.0
2018-09-26 00:00:00,"11 BELMONT GREEN, BLACKROCK, DUBLIN",,Dublin,790000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2018.0
2018-03-10 00:00:00,"APT 12 THE PLAZA, CENTRAL PARK, CARRICK ON SHANNON",,Leitrim,116000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2018.0
2021-04-16 00:00:00,"25 CONNAWOOD COPSE, OLD CONNAWOOD, BRAY",,Dublin,415120.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0
2016-11-18 00:00:00,"4 MAIN ST, OBRIENSBRIDGE, CLARE",,Clare,98500.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2016.0
2015-04-09 00:00:00,"20 ATLANTIC VIEW, KILKEE, CLARE",,Clare,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2015.0
2016-06-05 00:00:00,"Apt 56 Leas na Mara, Ballymoneen Road, Galway",,Galway,81299.22,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,6.0,2016.0
2019-10-25 00:00:00,"17 THE MAPLES, WEXFORD RD, ARKLOW",,Wicklow,248000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0
2013-06-28 00:00:00,"Apartment  3, Davis Street, Mallow",,Cork,60000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2013.0
2017-09-11 00:00:00,"11 St. Edmund's Square, St. Loman's Road, Palmerstown",Dublin 20,Dublin,385000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,9.0,2017.0
2017-03-15 00:00:00,"5 KILNAMANAGH RD, WALKINSTOWN, DUBLIN 12",Dublin 12,Dublin,405000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2017.0
2018-12-21 00:00:00,"5 BEACHSIDE AVE, RIVERCHAPEL, COURTOWN",,Wexford,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2018.0
2010-10-11 00:00:00,"33 The Pines, Ballinakill Downs",,Waterford,205000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2010.0
2018-03-22 00:00:00,"BILBOA CAPPAMORE, CAPPAMORE, LIMERICK",,Limerick,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2018.0
2016-04-27 00:00:00,"108 ELMCASTLE PARK, KILNAMANAGH, DUBLIN 24",Dublin 24,Dublin,330000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2016.0
2016-01-11 00:00:00,"5 ASPEN CLOSE, VIEWMOUNT, WATERFORD",,Waterford,180000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2016.0
2021-09-28 00:00:00,"CLONMAINE, DONASKEAGH, TIPPERARY",,Tipperary,69500.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2021.0
2012-01-19 00:00:00,"157 Briarwood Close, Clonsilla, Dublin 15",,Dublin,125500.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2012.0
2015-02-20 00:00:00,"6 PARKGATE, VERDEMONT, BLANCHARDSTOWN",Dublin 15,Dublin,115000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2015.0
2019-10-12 00:00:00,"17 CARDY ROCK CRESCENT, BALBRIGGAN, DUBLIN",,Dublin,242500.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2019.0
2010-12-05 00:00:00,"33 OSPREY AVENUE, TEMPLEOGUE",Dublin 6w,Dublin,499000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2010.0
2019-06-12 00:00:00,"1 Shackleton Vale, Shackelton Park, Lucan",,Dublin,325991.0,No,Yes,New Dwelling house /Apartment,None,6.0,2019.0
2014-11-07 00:00:00,"PHOENIX HOUSE, PALLIS LOWER, GOREY",,Wexford,325000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2014.0
2013-04-02 00:00:00,"SLEAVEEN EAST, MACROOM",,Cork,260000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2013.0
2019-09-16 00:00:00,"4 THE ORCHARD, CHAPEL ST, BANDON",,Cork,208000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2019.0
2015-11-20 00:00:00,"53 FOXBOROUGH AVE, FOXBOROUGH, LUCAN",,Dublin,220000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2015.0
2018-10-08 00:00:00,"4 LOWER LANESBORO ST, ROSCOMMON TOWN, ROSCOMMON",,Roscommon,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2018.0
2019-09-25 00:00:00,"25 WELLESLEY MANOR, GREAT CONNELL, NEWBRIDGE",,Kildare,287500.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2019.0
2017-12-04 00:00:00,"APT 2 ST CATHERINES CHURCH, BRIDGEFOOT STREET, DUBLIN 8",Dublin 8,Dublin,106567.49,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2017.0
2018-03-05 00:00:00,"65 WOODSIDE, DODDER PARK RD, RATHFARNHAM DUBLIN 14",Dublin 14,Dublin,545000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2018.0
2019-03-09 00:00:00,"20 Somerton Mews, Newcastle Roadq, Lucan",,Dublin,312775.33,No,Yes,New Dwelling house /Apartment,None,3.0,2019.0
2015-05-29 00:00:00,"84 FERNLEIGH DR, FERNLEIGH, CASTLEKNOCK DUBLIN 15",Dublin 15,Dublin,225000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2015.0
2010-05-28 00:00:00,"36 Great Western Villas, Phibsborough",,Dublin,160000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2010.0
2016-06-07 00:00:00,"APT 111 CITY CAMPUS SUITE, LORD EDWARD STREET, LIMERICK",,Limerick,110000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2016.0
2015-10-15 00:00:00,"BRIAR HILL, CHURCH RD, KILLINEY",,Dublin,1350000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2015.0
2016-06-04 00:00:00,"39 CONVENT ROAD, DALKEY, CO DUBLIN",,Dublin,450000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2016.0
2019-06-12 00:00:00,"41 BALLYNOE ROAD, COBH, CO CORK",,Cork,230000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2019.0
2021-07-14 00:00:00,"H154 BRU NA SIONNA, SHANNON, CO CLARE",,Clare,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2021.0
2021-05-11 00:00:00,"179 BEECH PARK, EASTON RD, LEIXLIP",,Kildare,390000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2021.0
2021-04-23 00:00:00,"49 BALREASK MANOR, NAVAN, CO MEATH",,Meath,405000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0
2015-09-17 00:00:00,"BADGERS HILL, BARRYMORE, ATHLONE",,Roscommon,171285.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2015.0
2015-01-29 00:00:00,"3 LOWER EDEN RD, GLASTHULE, DUN LAOGHAIRE",,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2015.0
2017-09-28 00:00:00,"SKULE HILL, FEDAMORE, CO LIMERICK",,Limerick,215000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2017.0
2014-02-05 00:00:00,"8 CHAPEL CLOSE, BALBRIGGAN, DUBLIN",,Dublin,179000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2014.0
2021-05-11 00:00:00,"CLADDAGH, TICKNEVIN, CARBURY",,Kildare,237000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2021.0
2013-08-29 00:00:00,"32 Manor Street, Waterford",,Waterford,39000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2013.0
2021-11-18 00:00:00,"17 COIS NA CURRA, LISGOOLD",,Cork,233481.0,No,Yes,New Dwelling house /Apartment,None,11.0,2021.0
2018-11-23 00:00:00,"127 THE TRAMYARD, INCHICORE, DUBLIN",Dublin 8,Dublin,275000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2018.0
2014-03-31 00:00:00,"46 RATHBAWN RD, KILGARVE, BALLINASLOE",,Galway,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2014.0
2012-10-01 00:00:00,"21  St. Fanahan's Place, Mitchelstown",,Cork,66500.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2012.0
2018-09-02 00:00:00,"11 Maydenhayes Road, Mornington",,Meath,242290.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 125 sq metres,9.0,2018.0
2018-07-09 00:00:00,"SHESHOOW, BROWNSTOWN, CURRAGH CAMP",,Kildare,250000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2018.0
2013-05-12 00:00:00,"94 MARLBOROUGH RD, DONNYBROOK, DUBLIN 4",,Dublin,1260000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2013.0
2015-07-05 00:00:00,"RUSHFIELD RD, CARRIGANS, LIFFORD",,Donegal,15000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2015.0
2012-02-03 00:00:00,"72 bloomfield park, donnybrook",Dublin 4,Dublin,292500.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2012.0
2021-06-14 00:00:00,"73 THE HEATH, BELGARD HEIGHTS, TALLAGHT DUBLIN 24",Dublin 24,Dublin,370000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2021.0
2010-04-06 00:00:00,"50 Gracedieu, Waterford city",,Waterford,135000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2010.0
2018-11-10 00:00:00,"BUNGABHLA, CILL RONAIN, INIS MOR ARAINN",,Galway,130000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2018.0
2021-09-17 00:00:00,"104 Kilbelin Abbey, Athgarvan Road, Newbridge",,Kildare,343612.33,No,Yes,New Dwelling house /Apartment,None,9.0,2021.0
2016-05-25 00:00:00,"118 Cluain Shee, Sandyford Meadows, Woodside",,Dublin,242290.75,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2016.0
2020-02-12 00:00:00,"19 ROSSDARAGH HILL, RATHEVAN, PORTLAOISE",,Laois,220000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2020.0
2013-07-31 00:00:00,"820 Howth Road, Raheny, Dublin 5",Dublin 5,Dublin,575000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2013.0
2015-06-03 00:00:00,"APT 115 BLOCK H, ACADEMY SQ, NAVAN",,Meath,79000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2015.0
2014-10-15 00:00:00,"RADHARC, BURGATIA, ROSSCARBERY",,Cork,185000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2014.0
2017-01-26 00:00:00,"Apartment 27 The Harbour, Canalside, Athy",,Kildare,46500.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,1.0,2017.0
2014-05-11 00:00:00,"CAPILANO, COOLISHAL UPPER, GOREY",,Wexford,220277.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2014.0
2017-11-27 00:00:00,"GORTBRACK EAST, BALLYSEEDY, TRALEE",,Kerry,295000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2017.0
2018-04-20 00:00:00,"2 CHAPEL LANE, MALAHIDE RD, SWORDS",,Dublin,375000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2018.0
2021-09-24 00:00:00,"1 DRUM, KNOCK, COUNTY MAYO",,Mayo,149000.0,No,Yes,New Dwelling house /Apartment,None,9.0,2021.0
2013-04-10 00:00:00,"20 Shannagh Court, Coolcotts, Wexford",,Wexford,90000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2013.0
2010-06-10 00:00:00,"10 MAYFIELD, KELLS ROAD, KILKENNY",,Kilkenny,213900.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2010.0
2013-05-03 00:00:00,"No. 7 Cluain Na Mara  Omeath, Co Louth",,Louth,80000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,5.0,2013.0
2019-08-16 00:00:00,"10 PEARSE SQUARE, SUTTON ROAD, BRAY",,Wicklow,355000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2019.0
2021-09-11 00:00:00,"31 GLENVIEW SQ, TIPPERARY, TIPPERARY",,Tipperary,120000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2021.0
2021-04-06 00:00:00,"9 RATHDOWN SQUARE, NORTH CIRCULAR ROAD, DUBLIN 7",,Dublin,307500.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2021.0
2012-11-16 00:00:00,"No. 36  The Courtyard, Killarney",,Kerry,83000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2012.0
2010-08-11 00:00:00,"21 Park Crescent House, Blackhorse Avenue",Dublin 7,Dublin,163000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2010.0
2016-12-22 00:00:00,"9 Sea Haven, Wicklow Town",,Wicklow,253745.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,12.0,2016.0
2017-08-03 00:00:00,"73 GAINSBOROUGH GREEN, MALAHIDE, DUBLIN",,Dublin,566000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2017.0
2012-12-17 00:00:00,"Scarrough, Dundrum",,Tipperary,65000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2012.0
2020-02-28 00:00:00,"138 ROCKENHAM, FERRYBANK, WATERFORD",,Waterford,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,2.0,2020.0
2012-08-31 00:00:00,"Carrabawn, Westport",,Mayo,470000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2012.0
2017-10-10 00:00:00,"APT 3, 91 BENBURB ST, DUBLIN 7",Dublin 7,Dublin,351000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2017.0
2017-05-05 00:00:00,"THOMAS ST, KILTIMAGH, MAYO",,Mayo,50000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2017.0
2012-08-11 00:00:00,"Creevagh, New Inn",,Galway,170000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2012.0
2018-07-25 00:00:00,"19 RED ABBEY ST, CORK CITY, CORK",,Cork,183000.0,No,No,Second-Hand Dwelling house /Apartment,None,7.0,2018.0
2016-12-22 00:00:00,"COPPONAGH, BAILIEBOROUGH, CO CAVAN",,Cavan,58000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2016.0
2016-09-06 00:00:00,"60 THOMAS DAVIS STREET, BLACKPOOL, CO CORK",,Cork,65000.0,No,No,Second-Hand Dwelling house /Apartment,None,9.0,2016.0
2010-03-12 00:00:00,"Cappanagoul, Freemount, Charleville",,Cork,183500.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,3.0,2010.0
2021-12-04 00:00:00,"54 BARRYMORE AVE, COBH, CORK",,Cork,85000.0,No,No,Second-Hand Dwelling house /Apartment,None,12.0,2021.0
2010-03-23 00:00:00,"Ballyegogue, Kilfinane",,Limerick,40000.0,No,Yes,New Dwelling house /Apartment,greater than 125 sq metres,3.0,2010.0
2020-08-13 00:00:00,"18 CLUAIN MHOR CLYBAUN ROAO, KNOCKNACARRA, GALWAY",,Galway,269000.0,No,No,Second-Hand Dwelling house /Apartment,None,8.0,2020.0
2019-03-04 00:00:00,"BUNFORD, MALLOW, CO CORK",,Cork,88000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2019.0
2014-10-11 00:00:00,"2 COLLEGE RISE, ST VINCENTS AVENUE, ARDEE",,Louth,100000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2014.0
2020-08-26 00:00:00,"3 Bachelors Cove, Sundrive Road, Rush",,Dublin,321585.9,No,Yes,New Dwelling house /Apartment,None,8.0,2020.0
2015-10-07 00:00:00,"20 Brookdale Way, River Valley, Swords",,Dublin,265000.0,No,No,Second-Hand Dwelling house /Apartment,None,10.0,2015.0
2013-06-13 00:00:00,"49 Pinewood, Wexford",,Wexford,119000.0,No,No,Second-Hand Dwelling house /Apartment,None,6.0,2013.0
2015-11-13 00:00:00,"21 Cartrun Breac, Lisbrack Road",,Longford,35417.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,11.0,2015.0
2017-07-19 00:00:00,"Apt 42 New Bancroft Square, Main Street, Tallaght",Dublin 24,Dublin,125779.89,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,7.0,2017.0
2018-05-24 00:00:00,"LACKEN, DUNCORMICK, WEXFORD",,Wexford,242000.0,No,No,Second-Hand Dwelling house /Apartment,None,5.0,2018.0
2019-07-29 00:00:00,"8 Shackleton Links, Shackleton Park, Lucan",,Dublin,321585.0,No,Yes,New Dwelling house /Apartment,None,7.0,2019.0
2016-03-06 00:00:00,"35 WHATLEY PLACE, KILMACUD RD UPPER, STILLORGAN",,Dublin,410000.0,No,No,Second-Hand Dwelling house /Apartment,None,3.0,2016.0
2014-04-16 00:00:00,"10 Carraig Eoin, Cobh",,Cork,125000.0,No,No,Second-Hand Dwelling house /Apartment,None,4.0,2014.0
2018-11-23 00:00:00,"15 GRANGE VIEW RD, CLONDALKIN, DUBLIN 22",Dublin 22,Dublin,231000.0,No,No,Second-Hand Dwelling house /Apartment,None,11.0,2018.0
2015-01-26 00:00:00,"27 ABBEYWOOD COURT, LUCAN, CO DUBLIN",,Dublin,313000.0,No,No,Second-Hand Dwelling house /Apartment,None,1.0,2015.0
2011-02-24 00:00:00,"13 HOLYWELL GROVE, SEA ROAD, KILCOOLE",,Wicklow,230000.0,No,Yes,New Dwelling house /Apartment,greater than or equal to 38 sq metres and less than 125 sq metres,2.0,2011.0
